min_fit
[1] 127354767955211.860000
[2] 127320448865740.200000
[3] 127272691367311.140000
[4] 127272691367281.980000
[5] 127272691367281.980000
[6] 127269238135693.560000
[7] 127260831454055.890000
[8] 127260831454055.890000
[9] 127260831454043.920000
[10] 127252971918987.810000
[11] 127252971918966.970000
[12] 127252971918966.970000
[13] 127252971918966.970000
[14] 127252971918966.970000
[15] 127252971918966.970000
[16] 127209431548344.950000
[17] 127185634796910.170000
[18] 127178963990276.590000
[19] 127156943557514.480000
[20] 127178363095461.450000
[21] 127178363095461.450000
[22] 127176664015909.910000
[23] 127176664015909.910000
[24] 127176664015908.170000
[25] 127176664015908.170000
[26] 127176664015908.170000
[27] 127176664015908.170000
[28] 127176664015908.170000
[29] 127168156906402.270000
[30] 127168156906402.270000
[31] 127168156906402.270000
[32] 127168156906399.720000
[33] 127168156906399.720000
[34] 127168156906399.720000
[35] 127168156906399.720000
[36] 127168156906399.720000
[37] 127168156906399.720000
[38] 127168156906399.720000
[39] 127168156906399.720000
[40] 127168156906399.720000
[41] 127168156906399.720000
[42] 127168156906399.720000
[43] 127168156906399.720000
[44] 127168156906399.720000
[45] 127168156906399.720000
[46] 127168156906399.720000
[47] 127168156906399.720000
[48] 127168156906399.720000
[49] 127168156906402.270000
[50] 127168156906402.270000
[51] 127168156906399.720000
[52] 127168156906399.720000
[53] 127168156906402.270000
[54] 127168156906402.270000
[55] 127168156906402.270000
[56] 127168156906402.270000
[57] 127168156906399.720000
[58] 127168156906402.270000
[59] 127168156906399.720000
[60] 127168156906402.270000
[61] 127168156906402.270000
[62] 127168156906399.720000
[63] 127168156906399.720000
[64] 127168156906399.720000
[65] 127168156906399.720000
[66] 127168156906399.720000
[67] 127168156906399.720000
[68] 127168156906399.720000
[69] 127168156906399.720000
[70] 127168156906399.720000
[71] 127168156906399.720000
[72] 127168156906399.720000
[73] 127168156906399.720000
[74] 127168156906402.270000
[75] 127168156906402.270000
[76] 127168156906402.270000
[77] 127168156906399.720000
[78] 127168156906399.720000
[79] 127168156906399.720000
[80] 127168156906399.720000
[81] 127168156906399.720000
[82] 127168156906399.720000
[83] 127168156906399.720000
[84] 127168156906399.720000
[85] 127168156906399.720000
[86] 127168156906402.270000
[87] 127168156906399.720000
[88] 127168156906402.270000
[89] 127168156906399.720000
[90] 127168156906402.270000
[91] 127168156906402.270000
[92] 127168156906402.270000
[93] 127168156906399.720000
[94] 127168156906399.720000
[95] 127168156906399.720000
[96] 127168156906399.720000
[97] 127168156906399.720000
[98] 127168156906399.720000
[99] 127168156906402.270000
[100] 127168156906399.720000
[101] 127168156906399.720000
[102] 127168156906399.720000
[103] 127168156906399.720000
[104] 127168156906399.720000
[105] 127168156906399.720000
[106] 127168156906399.720000
[107] 127168156906399.720000
[108] 127168156906402.270000
[109] 127168156906399.720000
[110] 127168156906399.720000
[111] 127168156906402.270000
[112] 127168156906399.720000
[113] 127168156906399.720000
[114] 127168156906399.720000
[115] 127168156906399.720000
[116] 127168156906399.720000
[117] 127168156906399.720000
[118] 127168156906399.720000
[119] 127168156906399.720000
[120] 127168156906399.720000
